template,action,template_skeleton,prompt_preview,target_preview,variant_note,source_prompt_preview,source_target_preview
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT3775, <GATE> C3, <RWY> 23L, <TXWY> Hotel, Golf, Kilo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> FFT3775, at Gate <GATE> C3, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT3775, at Gate C3, request taxi to Runway 23L. Structured context: - callsign: FFT3775 - runway: 23L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT3775, <GATE> C3, <RWY> 23L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: FFT3775, taxi to Runway 23L via Hotel, Golf, Kilo, hold short of Runway 05L."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA8889, <ALT> 5000ft, <RWY> 32, <DIST> 9.0NM [Pilot]: Greensboro Approach, <F#> SWA8889, level 8000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, SWA8889, level 8000 feet, inbound for landing. Structured context: - callsign: SWA8889 - runway: 32 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA8889, <ALT> 5000ft, <RWY> 32,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: SWA8889, radar contact, descend and maintain 5000, expect ILS Runway 32."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9025, <WIND> 270 at 5, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL9025, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL9025, 15 miles out. Structured context: - callsign: DAL9025 - runway: 05R - taxi_route: Alpha, Charlie, ","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9025, <WIND> 270 at 5, <RWY> 05R, <DIST> 15mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL9025, wind 270 at 5, Runway 05R cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7831C, <ALT> 3000ft, <RWY> 23L, <DIST> 24.0NM [Pilot]: Greensboro Approach, <F#> N7831C, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, N7831C, level 7000 feet, inbound for landing. Structured context: - callsign: N7831C - runway: 23L - tax","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7831C, <ALT> 3000ft, <RWY> 23L,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: N7831C, radar contact, descend and maintain 3000, expect ILS Runway 23L."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL2159, <ALT> 4000ft, <RWY> 05L, <DIST> 7.3NM [Pilot]: Greensboro Approach, <F#> AAL2159, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL2159, level 7000 feet, inbound for landing. Structured context: - callsign: AAL2159 - runway: 05L - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL2159, <ALT> 4000ft, <RWY> 05L",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL2159, radar contact, descend and maintain 4000, expect ILS Runway 05L."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT1891, <WIND> 270 at 10, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT1891, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, FFT1891, 15 miles out. Structured context: - callsign: FFT1891 - runway: 32 - taxi_route: Alpha, Golf - gat","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT1891, <WIND> 270 at 10, <RWY> 32, <DIST> 15mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: FFT1891, wind 270 at 10, Runway 32 cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU8641, <ALT> 3000ft, <RWY> 32, <DIST> 23.4NM [Pilot]: Greensboro Approach, <F#> JBU8641, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU8641, level 6000 feet, inbound for landing. Structured context: - callsign: JBU8641 - runway: 32 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU8641, <ALT> 3000ft, <RWY> 32,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU8641, radar contact, descend and maintain 3000, expect ILS Runway 32."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT3622, <ALT> 5000ft, <RWY> 14, <DIST> 19.0NM [Pilot]: Greensboro Approach, <F#> FFT3622, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, FFT3622, level 6000 feet, inbound for landing. Structured context: - callsign: FFT3622 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT3622, <ALT> 5000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: FFT3622, radar contact, descend and maintain 5000, expect ILS Runway 14."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL6117, <GATE> C5, <RWY> 32, <TXWY> Bravo, Hotel, Kilo, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> DAL6117, at Gate <GATE> C5, request taxi to Runway <RWY> 32.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, DAL6117, at Gate C5, request taxi to Runway 32. Structured context: - callsign: DAL6117 - runway: 32 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL6117, <GATE> C5, <RWY> 32, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: DAL6117, taxi to Runway 32 via Bravo, Hotel, Kilo, hold short of Runway 23L."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL4274, <ALT> 6000ft, <RWY> 05R, <DIST> 23.0NM [Pilot]: Greensboro Approach, <F#> AAL4274, level 10000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL4274, level 10000 feet, inbound for landing. Structured context: - callsign: AAL4274 - runway: 05R - ","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL4274, <ALT> 6000ft, <RWY> 05R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL4274, radar contact, descend and maintain 6000, expect ILS Runway 05R."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT7650, <GATE> D4, <RWY> 23L, <TXWY> Delta, Foxtrot, Lima, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> FFT7650, at Gate <GATE> D4, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT7650, at Gate D4, request taxi to Runway 23L. Structured context: - callsign: FFT7650 - runway: 23L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT7650, <GATE> D4, <RWY> 23L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: FFT7650, taxi to Runway 23L via Delta, Foxtrot, Lima, hold short of Runway 14."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7059, <ALT> 4000ft, <RWY> 14, <DIST> 4.9NM [Pilot]: Greensboro Approach, <F#> AAL7059, level 9000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL7059, level 9000 feet, inbound for landing. Structured context: - callsign: AAL7059 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7059, <ALT> 4000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL7059, radar contact, descend and maintain 4000, expect ILS Runway 14."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA2941, <TXWY> Delta, Kilo, Echo, <GATE> C5 [Pilot]: Greensboro Ground, <F#> ASA2941, clear of active, request taxi to Gate <GATE> C5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, ASA2941, clear of active, request taxi to Gate C5. Structured context: - callsign: ASA2941 - runway: 23L -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA2941, <TXWY> Delta, Kilo, Echo, <GATE> C5 [Pilot]: Greensboro Ground, <F#> AS",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: ASA2941, taxi to Gate C5 via Delta, Kilo, Echo."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU2101, <GATE> D4, <RWY> 23R, <TXWY> Delta, Juliet, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> JBU2101, at Gate <GATE> D4, request taxi to Runway <RWY> 23R.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU2101, at Gate D4, request taxi to Runway 23R. Structured context: - callsign: JBU2101 - runway: 23R - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU2101, <GATE> D4, <RWY> 23R, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU2101, taxi to Runway 23R via Delta, Juliet, hold short of Runway 23L."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA8648, <TXWY> Golf, Echo, <GATE> B2 [Pilot]: Greensboro Ground, <F#> SWA8648, clear of active, request taxi to Gate <GATE> B2.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA8648, clear of active, request taxi to Gate B2. Structured context: - callsign: SWA8648 - runway: 14 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA8648, <TXWY> Golf, Echo, <GATE> B2 [Pilot]: Greensboro Ground, <F#> SWA8648, ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: SWA8648, taxi to Gate B2 via Golf, Echo."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU8315, <GATE> D2, <RWY> 32, <TXWY> Hotel, Foxtrot, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> JBU8315, at Gate <GATE> D2, request taxi to Runway <RWY> 32.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU8315, at Gate D2, request taxi to Runway 32. Structured context: - callsign: JBU8315 - runway: 32 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU8315, <GATE> D2, <RWY> 32, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU8315, taxi to Runway 32 via Hotel, Foxtrot, hold short of Runway 05R."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA9266, <GATE> B6, <RWY> 32, <TXWY> Lima, Bravo, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> SWA9266, at Gate <GATE> B6, request taxi to Runway <RWY> 32.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA9266, at Gate B6, request taxi to Runway 32. Structured context: - callsign: SWA9266 - runway: 32 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA9266, <GATE> B6, <RWY> 32, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: SWA9266, taxi to Runway 32 via Lima, Bravo, hold short of Runway 05R."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL3618, <WIND> 190 at 5, <RWY> 05R, <DIST> 4mi [Pilot]: Greensboro Tower, <F#> DAL3618, <DIST> 4 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL3618, 4 miles out. Structured context: - callsign: DAL3618 - runway: 05R - taxi_route: Charlie, Hotel, D","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL3618, <WIND> 190 at 5, <RWY> 05R, <DIST> 4mi [Pilot]: G",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL3618, wind 190 at 5, Runway 05R cleared to land."
